,Year,Country,iso3code,hhi
0,2014,Selected Developing Countries for Switzerland,A01,
1,2014,Caribbean Economic Recovery Act: USA 2007,A02,
2,2014,Caribbean Economic Recovery Act: USA 2009,A03,
3,2014,Preferential tariff for selected african countries,A04,
4,2014,Norway tariff for lower income GSP countries,A05,
5,2014,Preferential tariff for COMESA FTA,A07,
6,2014,Preferential tariff for COMESA Non-FTA,A08,
7,2014,(SAARC) Preferential for Sri Lanka and Pakistan,A09,
8,2014,"CAFTA-DR-USA:CRI, DOM, SLV, GTM, HND, USA",A10,
9,2014,Preferential tariff for EU + EFTA,A11,
10,2014,(SAARC) Preferential for Sri Lanka and India,A12,
11,2014,(AANZFTA) Preferential for AUS and NZL,A13,
12,2014,(COMESA) Preferential for Uganda and Eritrea,A14,
13,2014,Egypt (GSTP) Countries ,A15,
14,2014,Egypt (GSTP) Selected LDCs Countries,A16,
15,2014,LDC Beneficiaries in 2014,A17,
16,2014,LDC Beneficiaries in 2014,A18,
17,2014,Switzerland & Liechtenstein LDC beneficiary 2014,A19,
18,2014,GSP for LDC Beneficiaries: Japan 2014,A20,
19,2014,LDC Beneficiaries: Tajikistan 2014,A21,
20,2014,GSP for LDC Beneficiaries: USA 2014,A22,
21,2014,LDC Beneficiaries: China 2014,A23,
22,2014,GSP for LDC Beneficiaries: Norway 2014,A24,
23,2014,GSP for LDC Beneficiaries: Morocco 2014,A25,
24,2014,GSP Beneficiaries: Canada 2014,A26,
25,2014,GSP Beneficiaries: Japan 2014,A27,
26,2014,GSP Beneficiaries:Liechtenstein & Switzerland 2014,A28,
27,2014,GSP Beneficiaries: USA 2014,A29,
28,2014,GSP Beneficiaries: Belarus & Kazakhstan 2014,A30,
29,2014,GSP Beneficiaries: Russia 2014,A31,
30,2014,GSP Beneficiaries: New Zealand 2014,A32,
31,2014,GSP Beneficiaries: Norway 2014,A33,
32,2014,GSP Beneficiaries: EU 2014,A34,
33,2014,COMESA Free Trade Area in 2014,A35,
34,2014,EU 28 members 2013,A36,
35,2014,"EU 28 + GUF,SMR",A37,
36,2014,Pacific Islands Forum,A38,
37,2014,The European Free Trade Association (EFTA),A39,
38,2014,AGOA beneficiaries: USA 2014,A40,
39,2014,Caribbean Basin Economic Recovery Act: USA 2014,A41,
40,2014,Caribbean Basin Trade Partnership Act: USA 2014,A42,
41,2014,Switzerland and Liechtenstein,A43,
42,2014,Costa Rica and Panama,A44,
43,2014,Commonwealth of Independent States (CIS),A45,
44,2014,Bangladesh and  of Laos,A46,
45,2014,Global System of Trade Preferences (GSTP),A47,
46,2014,Global System of Trade Preferences (GSTP) LDCs,A48,
47,2014,Preferential tariff for 4 selected LDCs,A49,
48,2014,Aruba,ABW,0.134583770831512
49,2014,Afghanistan,AFG,0.260916637401579
50,2014,Angola,AGO,0.249503663496719
51,2014,Anguila,AIA,
52,2014,Albania,ALB,0.233887639931631
53,2014,Andorra,AND,0.57051223735823
54,2014,Netherlands Antilles,ANT,
55,2014,United Arab Emirates,ARE,0.0631188877697618
