,Year,Country,iso3code,hhi
0,2011,Selected Developing Countries for Switzerland,A01,
1,2011,Caribbean Economic Recovery Act: USA 2007,A02,
2,2011,Caribbean Economic Recovery Act: USA 2009,A03,
3,2011,Preferential tariff for selected african countries,A04,
4,2011,Norway tariff for lower income GSP countries,A05,
5,2011,Preferential tariff for COMESA FTA,A07,
6,2011,Preferential tariff for COMESA Non-FTA,A08,
7,2011,(SAARC) Preferential for Sri Lanka and Pakistan,A09,
8,2011,"CAFTA-DR-USA:CRI, DOM, SLV, GTM, HND, USA",A10,
9,2011,Preferential tariff for EU + EFTA,A11,
10,2011,(SAARC) Preferential for Sri Lanka and India,A12,
11,2011,(AANZFTA) Preferential for AUS and NZL,A13,
12,2011,(COMESA) Preferential for Uganda and Eritrea,A14,
13,2011,Egypt (GSTP) Countries ,A15,
14,2011,Egypt (GSTP) Selected LDCs Countries,A16,
15,2011,LDC Beneficiaries in 2014,A17,
16,2011,LDC Beneficiaries in 2014,A18,
17,2011,Switzerland & Liechtenstein LDC beneficiary 2014,A19,
18,2011,GSP for LDC Beneficiaries: Japan 2014,A20,
19,2011,LDC Beneficiaries: Tajikistan 2014,A21,
20,2011,GSP for LDC Beneficiaries: USA 2014,A22,
21,2011,LDC Beneficiaries: China 2014,A23,
22,2011,GSP for LDC Beneficiaries: Norway 2014,A24,
23,2011,GSP for LDC Beneficiaries: Morocco 2014,A25,
24,2011,GSP Beneficiaries: Canada 2014,A26,
25,2011,GSP Beneficiaries: Japan 2014,A27,
26,2011,GSP Beneficiaries:Liechtenstein & Switzerland 2014,A28,
27,2011,GSP Beneficiaries: USA 2014,A29,
28,2011,GSP Beneficiaries: Belarus & Kazakhstan 2014,A30,
29,2011,GSP Beneficiaries: Russia 2014,A31,
30,2011,GSP Beneficiaries: New Zealand 2014,A32,
31,2011,GSP Beneficiaries: Norway 2014,A33,
32,2011,GSP Beneficiaries: EU 2014,A34,
33,2011,COMESA Free Trade Area in 2014,A35,
34,2011,EU 28 members 2013,A36,
35,2011,"EU 28 + GUF,SMR",A37,
36,2011,Pacific Islands Forum,A38,
37,2011,The European Free Trade Association (EFTA),A39,
38,2011,AGOA beneficiaries: USA 2014,A40,
39,2011,Caribbean Basin Economic Recovery Act: USA 2014,A41,
40,2011,Caribbean Basin Trade Partnership Act: USA 2014,A42,
41,2011,Switzerland and Liechtenstein,A43,
42,2011,Costa Rica and Panama,A44,
43,2011,Commonwealth of Independent States (CIS),A45,
44,2011,Bangladesh and  of Laos,A46,
45,2011,Global System of Trade Preferences (GSTP),A47,
46,2011,Global System of Trade Preferences (GSTP) LDCs,A48,
47,2011,Preferential tariff for 4 selected LDCs,A49,
48,2011,Aruba,ABW,0.517849497123265
49,2011,Afghanistan,AFG,0.184590095040391
50,2011,Angola,AGO,0.198759474563619
51,2011,Anguila,AIA,
52,2011,Albania,ALB,0.235293309774246
53,2011,Andorra,AND,0.611176732442117
54,2011,Netherlands Antilles,ANT,
55,2011,United Arab Emirates,ARE,0.0829094381955886
56,2011,Argentina,ARG,0.060330145935047
57,2011,Armenia,ARM,0.0878763135135753
58,2011,Antigua and Barbuda,ATG,0.88044884841055
59,2011,Australia,AUS,0.140246059739379
60,2011,Austria,AUT,0.112229570037292
61,2011,Azerbaijan,AZE,0.153530722378899
62,2011,Caribbean Basin Trade Partnership Act : 2007,B01,
63,2011,Caribbean Basin Trade Partnership Act: 2009,B02,
64,2011,"China 2 Selected African LDCs (NER,SOM)",B03,
65,2011,China Selected LDCs countries,B04,
66,2011,Burundi,BDI,0.100972283304813
67,2011,Benin,BEN,0.0913196951013462
