,Year,Country,iso3code,hhi
0,2013,Selected Developing Countries for Switzerland,A01,
1,2013,Caribbean Economic Recovery Act: USA 2007,A02,
2,2013,Caribbean Economic Recovery Act: USA 2009,A03,
3,2013,Preferential tariff for selected african countries,A04,
4,2013,Norway tariff for lower income GSP countries,A05,
5,2013,Preferential tariff for COMESA FTA,A07,
6,2013,Preferential tariff for COMESA Non-FTA,A08,
7,2013,(SAARC) Preferential for Sri Lanka and Pakistan,A09,
8,2013,"CAFTA-DR-USA:CRI, DOM, SLV, GTM, HND, USA",A10,
9,2013,Preferential tariff for EU + EFTA,A11,
10,2013,(SAARC) Preferential for Sri Lanka and India,A12,
11,2013,(AANZFTA) Preferential for AUS and NZL,A13,
12,2013,(COMESA) Preferential for Uganda and Eritrea,A14,
13,2013,Egypt (GSTP) Countries ,A15,
14,2013,Egypt (GSTP) Selected LDCs Countries,A16,
15,2013,LDC Beneficiaries in 2014,A17,
16,2013,LDC Beneficiaries in 2014,A18,
17,2013,Switzerland & Liechtenstein LDC beneficiary 2014,A19,
18,2013,GSP for LDC Beneficiaries: Japan 2014,A20,
19,2013,LDC Beneficiaries: Tajikistan 2014,A21,
20,2013,GSP for LDC Beneficiaries: USA 2014,A22,
21,2013,LDC Beneficiaries: China 2014,A23,
22,2013,GSP for LDC Beneficiaries: Norway 2014,A24,
23,2013,GSP for LDC Beneficiaries: Morocco 2014,A25,
24,2013,GSP Beneficiaries: Canada 2014,A26,
25,2013,GSP Beneficiaries: Japan 2014,A27,
26,2013,GSP Beneficiaries:Liechtenstein & Switzerland 2014,A28,
27,2013,GSP Beneficiaries: USA 2014,A29,
28,2013,GSP Beneficiaries: Belarus & Kazakhstan 2014,A30,
29,2013,GSP Beneficiaries: Russia 2014,A31,
30,2013,GSP Beneficiaries: New Zealand 2014,A32,
31,2013,GSP Beneficiaries: Norway 2014,A33,
32,2013,GSP Beneficiaries: EU 2014,A34,
33,2013,COMESA Free Trade Area in 2014,A35,
34,2013,EU 28 members 2013,A36,
35,2013,"EU 28 + GUF,SMR",A37,
36,2013,Pacific Islands Forum,A38,
37,2013,The European Free Trade Association (EFTA),A39,
38,2013,AGOA beneficiaries: USA 2014,A40,
39,2013,Caribbean Basin Economic Recovery Act: USA 2014,A41,
40,2013,Caribbean Basin Trade Partnership Act: USA 2014,A42,
41,2013,Switzerland and Liechtenstein,A43,
42,2013,Costa Rica and Panama,A44,
43,2013,Commonwealth of Independent States (CIS),A45,
44,2013,Bangladesh and  of Laos,A46,
45,2013,Global System of Trade Preferences (GSTP),A47,
46,2013,Global System of Trade Preferences (GSTP) LDCs,A48,
47,2013,Preferential tariff for 4 selected LDCs,A49,
48,2013,Aruba,ABW,0.0845563876901246
49,2013,Afghanistan,AFG,0.22131585586996
50,2013,Angola,AGO,0.222586945463224
51,2013,Anguila,AIA,
52,2013,Albania,ALB,0.222732914672916
53,2013,Andorra,AND,0.484046216861081
54,2013,Netherlands Antilles,ANT,
55,2013,United Arab Emirates,ARE,0.0664679875400578
56,2013,Argentina,ARG,0.059799587624117
57,2013,Armenia,ARM,0.132791601823825
58,2013,Antigua and Barbuda,ATG,0.204155056582024
59,2013,Australia,AUS,0.17471519534828
60,2013,Austria,AUT,0.104739707763467
61,2013,Azerbaijan,AZE,0.124712878742071
62,2013,Caribbean Basin Trade Partnership Act : 2007,B01,
63,2013,Caribbean Basin Trade Partnership Act: 2009,B02,
64,2013,"China 2 Selected African LDCs (NER,SOM)",B03,
65,2013,China Selected LDCs countries,B04,
66,2013,Burundi,BDI,0.551332506883085
67,2013,Benin,BEN,0.102996006965577
68,2013,Burkina Faso,BFA,0.440208980162458
69,2013,Bangladesh,BGD,0.0729154671652552
70,2013,Bulgaria,BGR,0.05257960922369
71,2013,Bahrain,BHR,0.0399317395748579
72,2013,"Bahamas, The",BHS,0.171758696919305
73,2013,Bosnia and Herzegovina,BIH,0.0804278938694963
74,2013,Belarus,BLR,0.292301539452825
75,2013,Belize,BLZ,0.114770248513671
76,2013,Bermuda,BMU,0.443781381522665
77,2013,Bolivia,BOL,0.181095278566746
78,2013,Brazil,BRA,0.0722678376951112
79,2013,Barbados,BRB,0.0789697788127897
80,2013,Brunei,BRN,0.223144219617823
81,2013,Bhutan,BTN,
82,2013,Botswana,BWA,0.328868405279284
83,2013,Andean Trade Preference Act 2009,C01,
84,2013,ASEAN-Australia-New Zealand Free Trade Area,C02,
85,2013,"Hong Kong, Korea Rep., Taiwan",C03,
86,2013,Andean Trade Preference Act 2010,C04,
87,2013,Central African Republic,CAF,0.150010407931431
88,2013,Canada,CAN,0.504271009771498
89,2013,Switzerland,CHE,0.0701982122247921
90,2013,Chile,CHL,0.100243991076423
91,2013,China,CHN,0.0604428257897413
92,2013,Cote d'Ivoire,CIV,0.0516352697798828
93,2013,Cameroon,CMR,0.081437367966802
94,2013,"Congo, Rep.",COG,0.291528135371589
95,2013,Cook Islands,COK,
96,2013,Colombia,COL,0.140239439927085
97,2013,Comoros,COM,0.0808605634208145
98,2013,Cape Verde,CPV,0.278711734166821
99,2013,Costa Rica,CRI,0.146879819625958
100,2013,Czechoslovakia,CSK,
101,2013,Cuba,CUB,
102,2013,Cyprus,CYP,0.0792007499930966
103,2013,Czech Republic,CZE,0.107367922951103
104,2013,Djibouti,DJI,
105,2013,Dominica,DMA,
106,2013,Dominican Republic,DOM,0.280741179749161
107,2013,Algeria,DZA,0.083871193060345
108,2013,Ecuador,ECU,0.185647080775311
109,2013,"Egypt, Arab Rep.",EGY,0.0357751331068651
110,2013,Eritrea,ERI,
111,2013,Estonia,EST,0.0795540863117365
112,2013,Ethiopia(excludes Eritrea),ETH,0.0542802355256546
113,2013,European Union,EUN,
114,2013,Finland,FIN,0.0430424614867173
115,2013,Fiji,FJI,0.117859990564666
116,2013,Faeroe Islands,FRO,
117,2013,GSP Beneficiaries: Canada 1994,G10,
118,2013,GSP Beneficiaries: Canada 1995,G11,
119,2013,GSP Beneficiaries: Canada 1996,G12,
120,2013,GSP Beneficiaries: Canada 1997,G13,
121,2013,GSP Beneficiaries: Canada 1998,G14,
122,2013,GSP Beneficiaries: Canada 1999,G15,
123,2013,GSP Beneficiaries: Canada 2000,G16,
124,2013,GSP beneficiaries:Canada 2004,G17,
125,2013,GSP Beneficiaries: Canada 2005,G18,
126,2013,GSP Beneficiaries: Canada 2008,G19,
127,2013,GSP Beneficiaries: EU 1994,G20,
128,2013,GSP Beneficiaries: EU 1995,G21,
129,2013,GSP Beneficiaries: EU 1996,G22,
130,2013,GSP Beneficiaries: EU 1997,G23,
131,2013,GSP Beneficiaries: EU 1998,G24,
132,2013,GSP Beneficiaries: EU 1999,G25,
133,2013,GSP Beneficiaries: EU 2000,G26,
134,2013,"GSP Beneficiaries: EU 2004
",G27,
135,2013,GSP Beneficiaries: Japan 1994,G30,
136,2013,GSP Beneficiaries: Japan 1995,G31,
137,2013,GSP Beneficiaries: Japan 1996,G32,
138,2013,GSP Beneficiaries: Japan 1997,G33,
139,2013,GSP Beneficiaries: Japan 1998,G34,
140,2013,GSP Beneficiaries: Japan 1999,G35,
141,2013,GSP Beneficiaries: Japan 2000,G36,
142,2013,GSP Beneficiaries: Japan 2004-2005,G37,
143,2013,GSP Beneficiaries: Japan 2005,G38,
144,2013,GSP Beneficiaries: Japan 2006,G39,
145,2013,GSP Beneficiaries: USA 1994,G40,
146,2013,GSP Beneficiaries: USA 1995,G41,
147,2013,GSP Beneficiaries: USA 1996,G42,
148,2013,GSP Beneficiaries: USA 1997,G43,
149,2013,GSP Beneficiaries: USA 1998,G44,
150,2013,GSP Beneficiaries: USA 1999,G45,
