,Year,Country,iso3code,hhi
0,2016,Selected Developing Countries for Switzerland,A01,
1,2016,Caribbean Economic Recovery Act: USA 2007,A02,
2,2016,Caribbean Economic Recovery Act: USA 2009,A03,
3,2016,Preferential tariff for selected african countries,A04,
4,2016,Norway tariff for lower income GSP countries,A05,
5,2016,Preferential tariff for COMESA FTA,A07,
6,2016,Preferential tariff for COMESA Non-FTA,A08,
7,2016,(SAARC) Preferential for Sri Lanka and Pakistan,A09,
8,2016,"CAFTA-DR-USA:CRI, DOM, SLV, GTM, HND, USA",A10,
9,2016,Preferential tariff for EU + EFTA,A11,
10,2016,(SAARC) Preferential for Sri Lanka and India,A12,
11,2016,(AANZFTA) Preferential for AUS and NZL,A13,
12,2016,(COMESA) Preferential for Uganda and Eritrea,A14,
13,2016,Egypt (GSTP) Countries ,A15,
14,2016,Egypt (GSTP) Selected LDCs Countries,A16,
15,2016,LDC Beneficiaries in 2014,A17,
16,2016,LDC Beneficiaries in 2014,A18,
17,2016,Switzerland & Liechtenstein LDC beneficiary 2014,A19,
18,2016,GSP for LDC Beneficiaries: Japan 2014,A20,
19,2016,LDC Beneficiaries: Tajikistan 2014,A21,
20,2016,GSP for LDC Beneficiaries: USA 2014,A22,
21,2016,LDC Beneficiaries: China 2014,A23,
22,2016,GSP for LDC Beneficiaries: Norway 2014,A24,
23,2016,GSP for LDC Beneficiaries: Morocco 2014,A25,
24,2016,GSP Beneficiaries: Canada 2014,A26,
25,2016,GSP Beneficiaries: Japan 2014,A27,
26,2016,GSP Beneficiaries:Liechtenstein & Switzerland 2014,A28,
27,2016,GSP Beneficiaries: USA 2014,A29,
28,2016,GSP Beneficiaries: Belarus & Kazakhstan 2014,A30,
29,2016,GSP Beneficiaries: Russia 2014,A31,
30,2016,GSP Beneficiaries: New Zealand 2014,A32,
31,2016,GSP Beneficiaries: Norway 2014,A33,
32,2016,GSP Beneficiaries: EU 2014,A34,
33,2016,COMESA Free Trade Area in 2014,A35,
34,2016,EU 28 members 2013,A36,
35,2016,"EU 28 + GUF,SMR",A37,
36,2016,Pacific Islands Forum,A38,
37,2016,The European Free Trade Association (EFTA),A39,
38,2016,AGOA beneficiaries: USA 2014,A40,
39,2016,Caribbean Basin Economic Recovery Act: USA 2014,A41,
40,2016,Caribbean Basin Trade Partnership Act: USA 2014,A42,
41,2016,Switzerland and Liechtenstein,A43,
42,2016,Costa Rica and Panama,A44,
43,2016,Commonwealth of Independent States (CIS),A45,
44,2016,Bangladesh and  of Laos,A46,
45,2016,Global System of Trade Preferences (GSTP),A47,
46,2016,Global System of Trade Preferences (GSTP) LDCs,A48,
47,2016,Preferential tariff for 4 selected LDCs,A49,
48,2016,Aruba,ABW,0.197325823181996
49,2016,Afghanistan,AFG,0.239018153110857
50,2016,Angola,AGO,0.262806746557757
51,2016,Anguila,AIA,
52,2016,Albania,ALB,0.249267741752404
53,2016,Andorra,AND,0.105201058928827
54,2016,Netherlands Antilles,ANT,
55,2016,United Arab Emirates,ARE,0.0495462966699234
56,2016,Argentina,ARG,0.0466384688909945
57,2016,Armenia,ARM,0.120024361654569
58,2016,Antigua and Barbuda,ATG,0.329196773316265
59,2016,Australia,AUS,0.156778436004404
60,2016,Austria,AUT,0.103197906693049
61,2016,Azerbaijan,AZE,0.0972256036074284
62,2016,Caribbean Basin Trade Partnership Act : 2007,B01,
63,2016,Caribbean Basin Trade Partnership Act: 2009,B02,
64,2016,"China 2 Selected African LDCs (NER,SOM)",B03,
65,2016,China Selected LDCs countries,B04,
66,2016,Burundi,BDI,0.350011505847992
67,2016,Benin,BEN,0.151263628034571
68,2016,Burkina Faso,BFA,0.444804924312201
69,2016,Bangladesh,BGD,
70,2016,Bulgaria,BGR,0.0523544676312343
71,2016,Bahrain,BHR,0.0633184828677578
72,2016,"Bahamas, The",BHS,0.11881446548527
73,2016,Bosnia and Herzegovina,BIH,0.0744673482367837
74,2016,Belarus,BLR,0.301817793379109
75,2016,Belize,BLZ,0.128129801965975
76,2016,Bermuda,BMU,0.386977950184819
77,2016,Bolivia,BOL,0.0922256803469519
78,2016,Brazil,BRA,0.079260926508903
79,2016,Barbados,BRB,0.0705750193347172
80,2016,Brunei,BRN,0.182617462547298
81,2016,Bhutan,BTN,
82,2016,Botswana,BWA,0.151587380703295
83,2016,Andean Trade Preference Act 2009,C01,
84,2016,ASEAN-Australia-New Zealand Free Trade Area,C02,
85,2016,"Hong Kong, Korea Rep., Taiwan",C03,
86,2016,Andean Trade Preference Act 2010,C04,
87,2016,Central African Republic,CAF,0.151767968947793
88,2016,Canada,CAN,0.522239661596501
89,2016,Switzerland,CHE,0.0725374144825291
90,2016,Chile,CHL,0.124104826701649
91,2016,China,CHN,0.0631122880749975
92,2016,Cote d'Ivoire,CIV,0.0480946099591352
93,2016,Cameroon,CMR,0.0706010113107086
94,2016,"Congo, Rep.",COG,0.213035568496522
95,2016,Cook Islands,COK,
96,2016,Colombia,COL,0.173913004869978
97,2016,Comoros,COM,0.120052234844805
98,2016,Cape Verde,CPV,0.345549315225727
99,2016,Costa Rica,CRI,0.133768108352137
100,2016,Czechoslovakia,CSK,
101,2016,Cuba,CUB,
102,2016,Cyprus,CYP,0.0424549706991503
103,2016,Czech Republic,CZE,0.11610892601801
104,2016,Djibouti,DJI,
105,2016,Dominica,DMA,
106,2016,Dominican Republic,DOM,0.295337610016985
