,Year,Country,iso3code,hhi
0,2010,Selected Developing Countries for Switzerland,A01,
1,2010,Caribbean Economic Recovery Act: USA 2007,A02,
2,2010,Caribbean Economic Recovery Act: USA 2009,A03,
3,2010,Preferential tariff for selected african countries,A04,
4,2010,Norway tariff for lower income GSP countries,A05,
5,2010,Preferential tariff for COMESA FTA,A07,
6,2010,Preferential tariff for COMESA Non-FTA,A08,
7,2010,(SAARC) Preferential for Sri Lanka and Pakistan,A09,
8,2010,"CAFTA-DR-USA:CRI, DOM, SLV, GTM, HND, USA",A10,
9,2010,Preferential tariff for EU + EFTA,A11,
10,2010,(SAARC) Preferential for Sri Lanka and India,A12,
11,2010,(AANZFTA) Preferential for AUS and NZL,A13,
12,2010,(COMESA) Preferential for Uganda and Eritrea,A14,
13,2010,Egypt (GSTP) Countries ,A15,
14,2010,Egypt (GSTP) Selected LDCs Countries,A16,
15,2010,LDC Beneficiaries in 2014,A17,
16,2010,LDC Beneficiaries in 2014,A18,
17,2010,Switzerland & Liechtenstein LDC beneficiary 2014,A19,
18,2010,GSP for LDC Beneficiaries: Japan 2014,A20,
19,2010,LDC Beneficiaries: Tajikistan 2014,A21,
20,2010,GSP for LDC Beneficiaries: USA 2014,A22,
21,2010,LDC Beneficiaries: China 2014,A23,
22,2010,GSP for LDC Beneficiaries: Norway 2014,A24,
23,2010,GSP for LDC Beneficiaries: Morocco 2014,A25,
24,2010,GSP Beneficiaries: Canada 2014,A26,
25,2010,GSP Beneficiaries: Japan 2014,A27,
26,2010,GSP Beneficiaries:Liechtenstein & Switzerland 2014,A28,
27,2010,GSP Beneficiaries: USA 2014,A29,
28,2010,GSP Beneficiaries: Belarus & Kazakhstan 2014,A30,
29,2010,GSP Beneficiaries: Russia 2014,A31,
30,2010,GSP Beneficiaries: New Zealand 2014,A32,
31,2010,GSP Beneficiaries: Norway 2014,A33,
32,2010,GSP Beneficiaries: EU 2014,A34,
33,2010,COMESA Free Trade Area in 2014,A35,
34,2010,EU 28 members 2013,A36,
35,2010,"EU 28 + GUF,SMR",A37,
36,2010,Pacific Islands Forum,A38,
37,2010,The European Free Trade Association (EFTA),A39,
38,2010,AGOA beneficiaries: USA 2014,A40,
39,2010,Caribbean Basin Economic Recovery Act: USA 2014,A41,
40,2010,Caribbean Basin Trade Partnership Act: USA 2014,A42,
41,2010,Switzerland and Liechtenstein,A43,
42,2010,Costa Rica and Panama,A44,
43,2010,Commonwealth of Independent States (CIS),A45,
44,2010,Bangladesh and  of Laos,A46,
45,2010,Global System of Trade Preferences (GSTP),A47,
46,2010,Global System of Trade Preferences (GSTP) LDCs,A48,
47,2010,Preferential tariff for 4 selected LDCs,A49,
48,2010,Aruba,ABW,0.110557086483759
49,2010,Afghanistan,AFG,0.152173580848464
50,2010,Angola,AGO,0.243031231104089
51,2010,Anguila,AIA,
52,2010,Albania,ALB,0.251905783698253
53,2010,Andorra,AND,0.484250343093526
54,2010,Netherlands Antilles,ANT,
55,2010,United Arab Emirates,ARE,0.0869788530631673
56,2010,Argentina,ARG,0.0663324214022358
57,2010,Armenia,ARM,0.0985302089779972
58,2010,Antigua and Barbuda,ATG,0.869918221618513
59,2010,Australia,AUS,0.132449361965614
60,2010,Austria,AUT,0.112444087289821
61,2010,Azerbaijan,AZE,0.127973868594595
62,2010,Caribbean Basin Trade Partnership Act : 2007,B01,
63,2010,Caribbean Basin Trade Partnership Act: 2009,B02,
64,2010,"China 2 Selected African LDCs (NER,SOM)",B03,
65,2010,China Selected LDCs countries,B04,
66,2010,Burundi,BDI,0.122164074148575
67,2010,Benin,BEN,0.142414014775983
68,2010,Burkina Faso,BFA,0.0822590124477711
69,2010,Bangladesh,BGD,0.0912355423189212
70,2010,Bulgaria,BGR,0.0539549890401469
71,2010,Bahrain,BHR,0.0401277762512426
72,2010,"Bahamas, The",BHS,0.124112551920976
73,2010,Bosnia and Herzegovina,BIH,0.0900382509375862
